End of Period / SORA Value Date,Unnamed: 1,Unnamed: 2,Interbank Overnight,Interbank 1-Week,Interbank 1-Month,Interbank 2-Month,Interbank 3-Month,Interbank 6-Month,Interbank 12-Month,3-Month Commercial Bills,3-Month US$ SIBOR,Singapore Overnight Rate Average,SGS Repo Overnight Rate,SF Deposit Rate,SF Borrowing Rate,RMB Overnight Rate
,,16.0,2023-05-17 00:00:00,3.5198,1.0338034602,3.599,3.6094,3.4266,1562,3.9,2.5,Normal,,,,
,,17.0,2023-05-18 00:00:00,3.6927,1.03390805,3.6125,3.6088,3.4294,1178,3.95,2.5,Normal,,,,
,,18.0,2023-05-19 00:00:00,3.6472,1.0340113614,3.6264,3.6077,3.43,719,4.5,2.5,Normal,,,,
,,19.0,2023-05-22 00:00:00,3.61,1.0343181654,3.6266,3.6094,3.4298,1862,4,2.75,Normal,,,,
,,22.0,2023-05-23 00:00:00,3.866,1.0344277181,3.6195,3.6143,3.431,2110,4.2,2.7,Normal,,,,
,,23.0,2023-05-24 00:00:00,3.7272,1.0345333487,3.6078,3.6152,3.4321,2278,4.2,2.75,Normal,,,,
,,24.0,2023-05-25 00:00:00,3.697,1.0346381342,3.5984,3.6133,3.433,2343,4.1,2.5,Normal,,,,
,,25.0,2023-05-26 00:00:00,3.7343,1.0347439876,3.598,3.6118,3.4334,1900,4.2,2.5,Normal,,,,
,,26.0,2023-05-29 00:00:00,3.7343,1.0350615803,3.5989,3.6125,3.4353,2497,4.2,2.5,Normal,,,,
,,29.0,2023-05-30 00:00:00,3.9963,1.0351749068,3.606,3.6171,3.437,2978,4.25,2.5,Normal,,,,
,,30.0,2023-05-31 00:00:00,3.9509,1.0352869581,3.6175,3.6211,3.4402,1513,4.2,3,Normal,,,,
,,31.0,2023-06-01 00:00:00,3.7241,1.0353925886,3.6156,3.6241,3.4391,1077,4.2,3,Normal,,,,
,Jun,1.0,2023-06-05 00:00:00,3.7514,1.0358182512,3.6354,3.6313,3.4338,1922,4.15,2.75,Normal,,,,
,,5.0,2023-06-06 00:00:00,3.8228,1.0359267369,3.6486,3.6337,3.4354,2769,4.1,3,Normal,,,,
,,6.0,2023-06-07 00:00:00,3.7959,1.0360344704,3.661,3.6355,3.4374,2974,4.2,2.9,Normal,,,,
,,7.0,2023-06-08 00:00:00,3.8445,1.0361435946,3.675,3.6394,3.4393,3002,4.1,2.5,Normal,,,,
,,8.0,2023-06-09 00:00:00,3.8997,1.0362542974,3.6894,3.6431,3.443,2011,4.15,3,Normal,,,,
,,9.0,2023-06-12 00:00:00,4.0228,1.0365969256,3.7313,3.6535,3.4579,2342,4.25,3,Normal,,,,
,,12.0,2023-06-13 00:00:00,3.6227,1.03669981,3.7403,3.652,3.4637,1853,4.1,2.75,Normal,,,,
,,13.0,2023-06-14 00:00:00,3.545,1.0368004977,3.7469,3.65,3.4721,1568,4,2.5,Normal,,,,
,,14.0,2023-06-15 00:00:00,3.5059,1.0369000845,3.7522,3.6501,3.4825,1449,3.9,2.5,Normal,,,,
,,15.0,2023-06-16 00:00:00,3.6299,1.0370032035,3.7581,3.6531,3.4896,1931,3.9,3,Normal,,,,
,,16.0,2023-06-19 00:00:00,3.5952,1.0373096337,3.7557,3.6445,3.5106,3171,3.9,2,Normal,,,,
,,19.0,2023-06-20 00:00:00,3.6175,1.037412441,3.756,3.6416,3.521,2562,3.9,2.5,Normal,,,,
,,20.0,2023-06-21 00:00:00,3.6691,1.0375167251,3.7579,3.6397,3.5316,1256,3.8,3,Normal,,,,
,,21.0,2023-06-22 00:00:00,3.5583,1.0376178702,3.7562,3.6361,3.5428,1640,3.7,3,Normal,,,,
,,22.0,2023-06-23 00:00:00,3.5825,1.0377197131,3.7471,3.6346,3.5536,1874,4,2.9,Normal,,,,
,,23.0,2023-06-26 00:00:00,3.7939,1.0380433026,3.7542,3.6352,3.5647,2743,4.1,3,Normal,,,,
,,26.0,2023-06-27 00:00:00,3.7922,1.038151151,3.7561,3.6371,3.5684,1512,4.2,2.5,Normal,,,,
,,27.0,2023-06-28 00:00:00,3.7785,1.038258621,3.7576,3.6396,3.5791,1477,4.1,2,Normal,,,,
,,28.0,2023-06-30 00:00:00,3.7918,1.0384743398,3.7528,3.6414,3.6021,3397,4.1,2,Normal,,,,
,,30.0,2023-07-03 00:00:00,4.0005,1.0388157987,3.7717,3.6549,3.6326,1419,4.3,3,Normal,,,,
,Jul,3.0,2023-07-04 00:00:00,3.8041,1.0389240661,3.7735,3.66,3.6419,2681,4,2,Normal,,,,
,,4.0,2023-07-05 00:00:00,3.7885,1.0390319007,3.7747,3.6621,3.6497,3482,4.1,2,Normal,,,,
,,5.0,2023-07-06 00:00:00,3.7685,1.0391391772,3.7729,3.6653,3.656,910,4,2.5,Normal,,,,
,,6.0,2023-07-07 00:00:00,3.654,1.039243205,3.7682,3.6685,3.6586,1702,3.85,2,Normal,,,,
,,7.0,2023-07-10 00:00:00,3.7005,1.0395592915,3.7459,3.6794,3.6642,1807,3.9,3,Normal,,,,
,,10.0,2023-07-11 00:00:00,3.61,1.0396621082,3.7321,3.6844,3.6652,1995,3.8,2.5,Normal,,,,
,,11.0,2023-07-12 00:00:00,3.6028,1.03976473,3.7181,3.689,3.6674,2369,3.8,2.8,Normal,,,,
,,12.0,2023-07-13 00:00:00,3.5373,1.039865496,3.7152,3.6926,3.6684,1969,3.7,2.5,Normal,,,,
,,13.0,2023-07-14 00:00:00,3.5322,1.0399661265,3.7148,3.6955,3.6669,2722,3.75,2.2,Normal,,,,
,,14.0,2023-07-17 00:00:00,3.5201,1.0402670129,3.7091,3.7016,3.664,3237,3.8,2.5,Normal,,,,
,,17.0,2023-07-18 00:00:00,3.5341,1.0403677364,3.707,3.7044,3.6639,2046,3.8,2.9,Normal,,,,
,,18.0,2023-07-19 00:00:00,3.4553,1.0404662236,3.7024,3.7069,3.6628,2286,3.85,2.5,Normal,,,,
,,19.0,2023-07-20 00:00:00,3.5096,1.040566268,3.6988,3.7093,3.6623,3408,3.7,2,Normal,,,,
,,20.0,2023-07-21 00:00:00,3.6125,1.0406692556,3.6969,3.7111,3.6624,2443,3.8,2,Normal,,,,
,,21.0,2023-07-24 00:00:00,3.7337,1.0409886156,3.7058,3.6996,3.665,3191,4,2,Normal,,,,
,,24.0,2023-07-25 00:00:00,3.5374,1.041089503,3.6972,3.6947,3.6648,2631,3.65,2.5,Normal,,,,
,,25.0,2023-07-26 00:00:00,3.4533,1.0411880015,3.6858,3.6914,3.6639,2933,3.65,2.5,Normal,,,,
,,26.0,2023-07-27 00:00:00,3.3329,1.0412830748,3.6705,3.6883,3.6626,2901,3.6,2,Normal,,,,
,,27.0,2023-07-28 00:00:00,3.4231,1.0413807301,3.6586,3.6844,3.6612,3131,3.6,2,Normal,,,,
,,28.0,2023-07-31 00:00:00,3.5264,1.041682565,3.6375,3.6774,3.6578,2828,3.9,2,Normal,,,,
,,31.0,2023-08-01 00:00:00,3.5504,1.0417838907,3.6229,3.6748,3.656,1895,3.85,2,Normal,,,,
,Aug,1.0,2023-08-02 00:00:00,3.397,1.041880848,3.6034,3.6706,3.6551,2181,3.8,2,Normal,,,,
,,2.0,2023-08-03 00:00:00,3.4463,1.0419792215,3.5855,3.6676,3.6544,2143,3.7,2,Normal,,,,
,,3.0,2023-08-04 00:00:00,3.5065,1.0420793229,3.5759,3.6663,3.6538,2793,3.9,2.75,Normal,,,,
,,4.0,2023-08-07 00:00:00,3.7677,1.0424020277,3.5788,3.6796,3.6575,2614,4.2,2,Normal,,,,
,,7.0,2023-08-08 00:00:00,3.8511,1.0425120112,3.5837,3.6844,3.6616,2504,4,2,Normal,,,,
,,8.0,2023-08-10 00:00:00,3.6903,1.0427228157,3.5831,3.6872,3.6674,1480,4.1,2,Normal,,,,
,,10.0,2023-08-11 00:00:00,3.5378,1.0428238826,3.5807,3.6878,3.6668,2274,3.9,2,Normal,,,,
,,11.0,2023-08-14 00:00:00,3.6165,1.0431338585,3.5864,3.6938,3.6678,3174,3.9,2,Normal,,,,
,,14.0,2023-08-15 00:00:00,3.4924,1.0432336678,3.5855,3.6954,3.6691,2283,3.8,2,Normal,,,,
,,15.0,2023-08-16 00:00:00,3.5476,1.0433350644,3.5864,3.6965,3.6702,2727,4,2,Normal,,,,
,,16.0,2023-08-17 00:00:00,3.6183,1.0434384918,3.5896,3.6976,3.6708,2934,3.9,2,Normal,,,,
,,17.0,2023-08-18 00:00:00,3.7727,1.0435463433,3.5973,3.6985,3.6709,2691,4.2,3,Normal,,,,
,,18.0,2023-08-21 00:00:00,3.9062,1.0438813817,3.6342,3.7078,3.6752,2173,4.4,3.2,Normal,,,,
,,21.0,2023-08-22 00:00:00,3.5937,1.0439841597,3.6297,3.7076,3.6759,2792,3.95,2,Normal,,,,
,,22.0,2023-08-23 00:00:00,3.6354,1.0440881405,3.6265,3.7051,3.6771,3383,3.9,2,Normal,,,,
,,23.0,2023-08-24 00:00:00,3.6807,1.0441934275,3.6248,3.7046,3.6772,1649,3.9,2,Normal,,,,
,,24.0,2023-08-25 00:00:00,3.5891,1.0442961046,3.6265,3.7034,3.6757,2703,3.85,2,Normal,,,,
,,25.0,2023-08-28 00:00:00,3.6314,1.044607797,3.6486,3.7,3.6727,4152,3.95,3,Normal,,,,
,,28.0,2023-08-29 00:00:00,3.693,1.0447134884,3.654,3.6996,3.6732,4047,4,2,Normal,,,,
,,29.0,2023-08-30 00:00:00,3.815,1.0448226824,3.6634,3.6976,3.6743,2342,4.1,2,Normal,,,,
,,30.0,2023-08-31 00:00:00,3.7085,1.0449288393,3.6693,3.6949,3.6749,2305,4,2,Normal,,,,
,,31.0,2023-09-04 00:00:00,3.7781,1.0453614799,3.7084,3.6964,3.68,2085,4.4,2,Normal,,,,
,Sep,4.0,2023-09-05 00:00:00,3.8411,1.0454714891,3.7108,3.6974,3.6813,3200,4.1,2.2,Normal,,,,
,,5.0,2023-09-06 00:00:00,3.8061,1.0455805075,3.7121,3.6972,3.6824,2527,4,2,Normal,,,,
,,6.0,2023-09-07 00:00:00,3.7056,1.0456866582,3.7101,3.6962,3.6828,1845,3.8,2.2,Normal,,,,
,,7.0,2023-09-08 00:00:00,3.6811,1.0457921179,3.7046,3.6944,3.6839,3434,3.9,3,Normal,,,,
,,8.0,2023-09-11 00:00:00,3.9914,1.0461352007,3.7387,3.6947,3.6897,2052,4.4,3.5,Normal,,,,
,,11.0,2023-09-12 00:00:00,3.8216,1.0462447325,3.7453,3.6925,3.69,1898,4.05,3.1,Normal,,,,
,,12.0,2023-09-13 00:00:00,3.7478,1.0463521604,3.7496,3.6939,3.6899,1784,4,3.1,Normal,,,,
,,13.0,2023-09-14 00:00:00,3.7128,1.0464585959,3.7527,3.6957,3.6899,4304,4,3.1,Normal,,,,
,,14.0,2023-09-15 00:00:00,3.6978,1.0465646122,3.7594,3.6978,3.691,3041,3.95,2,Normal,,,,
,,15.0,2023-09-18 00:00:00,3.8093,1.0468922844,3.7752,3.7045,3.6931,2976,4.05,2,Normal,,,,
,,18.0,2023-09-19 00:00:00,3.7053,1.0469985597,3.7687,3.7057,3.6921,2317,3.95,2.3,Normal,,,,
,,19.0,2023-09-20 00:00:00,3.5931,1.0471016274,3.7586,3.7054,3.6905,2094,3.9,3,Normal,,,,
,,20.0,2023-09-21 00:00:00,3.7076,1.04720799,3.7522,3.7059,3.6898,2216,4.1,3,Normal,,,,
,,21.0,2023-09-22 00:00:00,3.5683,1.0473103667,3.7513,3.706,3.688,2719,3.8,2.3,Normal,,,,
,,22.0,2023-09-25 00:00:00,3.761,1.0476341148,3.7635,3.7072,3.6872,2886,3.9,3,Normal,,,,
,,25.0,2023-09-26 00:00:00,3.7721,1.0477423827,3.7681,3.707,3.6881,3171,3.95,2.5,Normal,,,,
,,26.0,2023-09-27 00:00:00,3.8579,1.0478531248,3.7754,3.7077,3.6894,2362,4.1,3,Normal,,,,
,,27.0,2023-09-28 00:00:00,3.7232,1.0479600116,3.7784,3.7071,3.6903,2044,4.05,2.5,Normal,,,,
,,28.0,2023-09-29 00:00:00,3.6232,1.0480640381,3.7762,3.7052,3.6909,3228,3.9,2,Normal,,,,
,,29.0,2023-10-02 00:00:00,3.8245,1.0483934891,3.7814,3.7017,3.6931,2496,4.1,3.1,Normal,,,,
,Oct,2.0,2023-10-03 00:00:00,3.655,1.0484984721,3.7773,3.698,3.6935,2627,4,3.5,Normal,,,,
,,3.0,2023-10-04 00:00:00,3.5858,1.0486014777,3.7709,3.6956,3.6948,2932,3.7,2.7,Normal,,,,
,,4.0,2023-10-05 00:00:00,3.5954,1.0487047693,3.7627,3.6934,3.6948,3424,3.7,3.1,Normal,,,,
,,5.0,2023-10-06 00:00:00,3.6268,1.0488089732,3.7567,3.6919,3.6957,3466,3.9,2.5,Normal,,,,
,,6.0,2023-10-09 00:00:00,3.8967,1.0491448823,3.7671,3.6988,3.7044,3119,4.05,2.7,Normal,,,,
,,9.0,2023-10-10 00:00:00,3.7546,1.0492528034,3.7592,3.6994,3.7065,2702,4.05,2.5,Normal,,,,
,,10.0,2023-10-11 00:00:00,3.6676,1.0493582346,3.7484,3.7001,3.7094,3179,3.9,3.3,Normal,,,,
,,11.0,2023-10-12 00:00:00,3.6356,1.0494627564,3.7422,3.7004,3.7119,3696,3.8,2.5,Normal,,,,
,,12.0,2023-10-13 00:00:00,3.6617,1.0495680391,3.7393,3.7018,3.7144,3152,3.8,3,Normal,,,,
,,13.0,2023-10-16 00:00:00,3.7716,1.0498933994,3.7425,3.7099,3.722,5365,3.95,3,Normal,,,,
,,16.0,2023-10-17 00:00:00,3.7366,1.0500008798,3.74,3.7123,3.7242,4111,3.8,3,Normal,,,,
,,17.0,2023-10-18 00:00:00,3.7983,1.050110146,3.7397,3.7152,3.7271,2946,3.95,2.8,Normal,,,,
,,18.0,2023-10-19 00:00:00,3.7574,1.0502182469,3.7414,3.7185,3.73,3767,3.95,3,Normal,,,,
,,19.0,2023-10-20 00:00:00,3.7461,1.0503260339,3.7466,3.7211,3.7326,3027,3.9,3.2,Normal,,,,
,,20.0,2023-10-23 00:00:00,3.9248,1.0506648546,3.7712,3.7287,3.7335,3474,4.1,3.2,Normal,,,,
,,23.0,2023-10-24 00:00:00,3.8445,1.0507755199,3.774,3.73,3.7322,3233,4.2,3.2,Normal,,,,
,,24.0,2023-10-25 00:00:00,3.7258,1.0508827796,3.7728,3.732,3.7307,4596,4,3.2,Normal,,,,
,,25.0,2023-10-26 00:00:00,3.7383,1.0509904101,3.7717,3.7352,3.7307,2908,3.9,3.2,Normal,,,,
,,26.0,2023-10-27 00:00:00,3.783,1.0510993388,3.7692,3.7401,3.7316,2450,3.9,3.1,Normal,,,,
,,27.0,2023-10-30 00:00:00,3.7298,1.0514215627,3.7698,3.7479,3.7308,2536,4,3,Normal,,,,
,,30.0,2023-10-31 00:00:00,3.8249,1.051531743,3.7719,3.7512,3.7317,2860,3.95,3,Normal,,,,
,,31.0,2023-11-01 00:00:00,3.6904,1.0516380601,3.7676,3.7527,3.7312,1742,3.88,3,Normal,,,,
,Nov,1.0,2023-11-02 00:00:00,3.6569,1.0517434227,3.7622,3.7556,3.7305,3011,3.8,3,Normal,,,,
,,2.0,2023-11-03 00:00:00,3.6776,1.0518493923,3.7629,3.7581,3.7302,4050,3.8,3,Normal,,,,
,,3.0,2023-11-06 00:00:00,3.771,1.052175408,3.7792,3.7611,3.7358,2876,3.9,2,Normal,,,,
,,6.0,2023-11-07 00:00:00,3.6121,1.052279533,3.77,3.7594,3.7369,3824,3.7,2.8,Normal,,,,
,,7.0,2023-11-08 00:00:00,3.5604,1.0523821778,3.7592,3.7562,3.7377,2432,3.8,2.7,Normal,,,,
,,8.0,2023-11-09 00:00:00,3.404,1.0524803233,3.7433,3.7531,3.7375,1476,3.5,2.7,Normal,,,,
,,9.0,2023-11-10 00:00:00,3.4926,1.0525810327,3.7348,3.7509,3.7365,2414,3.7,3.4,Normal,,,,
,,10.0,2023-11-14 00:00:00,3.6321,1.0530000003,3.728,3.7524,3.7406,2907,3.75,2.5,Normal,,,,
,,14.0,2023-11-15 00:00:00,3.6022,1.0531039213,3.7225,3.7536,3.742,3569,3.8,2,Normal,,,,
,,15.0,2023-11-16 00:00:00,3.6372,1.0532088624,3.7182,3.7546,3.7431,3154,3.75,2,Normal,,,,
,,16.0,2023-11-17 00:00:00,3.6444,1.0533140217,3.7152,3.7549,3.7437,3454,4,2.5,Normal,,,,
,,17.0,2023-11-20 00:00:00,3.8431,1.0536467333,3.7225,3.7543,3.747,2186,4.1,3.1,Normal,,,,
,,20.0,2023-11-21 00:00:00,3.6665,1.0537525743,3.7142,3.7517,3.7473,3902,4,2,Normal,,,,
,,21.0,2023-11-22 00:00:00,3.7497,1.0538608278,3.7085,3.7534,3.748,4421,3.9,2,Normal,,,,
,,22.0,2023-11-23 00:00:00,3.6238,1.0539654575,3.6988,3.7532,3.7467,2283,3.9,2,Normal,,,,
,,23.0,2023-11-24 00:00:00,3.6811,1.054071752,3.6935,3.7532,3.7464,5352,3.8,2,Normal,,,,
,,24.0,2023-11-27 00:00:00,3.6122,1.0543846987,3.6802,3.7531,3.7446,2718,4,2.5,Normal,,,,
,,27.0,2023-11-28 00:00:00,3.6549,1.0544902787,3.6778,3.7533,3.7442,2120,3.7,3,Normal,,,,
,,28.0,2023-11-29 00:00:00,3.4799,1.0545908136,3.6697,3.751,3.7428,2586,3.65,2,Normal,,,,
,,29.0,2023-11-30 00:00:00,3.5107,1.0546922479,3.6626,3.7477,3.7401,2873,3.65,2.5,Normal,,,,
,,30.0,2023-12-01 00:00:00,3.6592,1.0547979829,3.6558,3.7464,3.7382,3157,4,3,Normal,,,,
,Dec,1.0,2023-12-04 00:00:00,3.6823,1.0551172226,3.6538,3.7432,3.737,3099,3.95,3.1,Normal,,,,
,,4.0,2023-12-05 00:00:00,3.6984,1.0552241334,3.6514,3.7416,3.7367,3077,4.2,3,Normal,,,,
,,5.0,2023-12-06 00:00:00,3.729,1.0553319398,3.65,3.7408,3.7362,4792,3.9,3,Normal,,,,
,,6.0,2023-12-07 00:00:00,3.7354,1.0554399421,3.6541,3.7411,3.7359,3468,3.85,3.1,Normal,,,,
,,7.0,2023-12-08 00:00:00,3.9062,1.0555528944,3.6657,3.7436,3.7362,2168,4.05,3.3,Normal,,,,
,,8.0,2023-12-11 00:00:00,3.8994,1.0558911977,3.7047,3.7405,3.7348,3385,4,3.2,Normal,,,,
,,11.0,2023-12-12 00:00:00,3.8467,1.0560024771,3.7119,3.7408,3.7339,3666,4.2,3.2,Normal,,,,
,,12.0,2023-12-13 00:00:00,3.9311,1.05611621,3.722,3.7429,3.7356,3673,4.25,3.3,Normal,,,,
,,13.0,2023-12-14 00:00:00,4.0103,1.0562322468,3.7346,3.7462,3.7382,3480,4.3,3.3,Normal,,,,
,,14.0,2023-12-15 00:00:00,3.7911,1.0563419531,3.7409,3.7472,3.7398,3229,4,3,Normal,,,,
,,15.0,2023-12-18 00:00:00,3.7269,1.0566655324,3.7428,3.7445,3.7418,3036,4,3.1,Normal,,,,
,,18.0,2023-12-19 00:00:00,3.6867,1.0567722614,3.7376,3.7442,3.7423,3273,4,3,Normal,,,,
,,19.0,2023-12-20 00:00:00,3.57,1.0568756224,3.7285,3.744,3.742,3465,3.8,2.5,Normal,,,,
,,20.0,2023-12-21 00:00:00,3.4412,1.056975264,3.7209,3.741,3.7407,3974,3.75,2.5,Normal,,,,
,,21.0,2023-12-22 00:00:00,3.3632,1.0570726564,3.708,3.7388,3.7396,2789,3.5,2.8,Normal,,,,
,,22.0,2023-12-26 00:00:00,3.4044,1.0574670342,3.6775,3.7228,3.7321,1860,3.6,3,Normal,,,,
,,26.0,2023-12-27 00:00:00,3.4443,1.0575668215,3.6719,3.7182,3.7302,2437,3.7,2,Normal,,,,
,,27.0,2023-12-28 00:00:00,3.2489,1.0576609565,3.6583,3.713,3.7273,2456,3.5,2,Normal,,,,
,,28.0,2023-12-29 00:00:00,3.263,1.0577555085,3.6511,3.709,3.7243,2894,3.5,2,Normal,,,,
,,29.0,2024-01-02 00:00:00,3.6235,1.0581755389,3.651,3.7018,3.719,2274,4.3,2.5,Normal,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method,,,,
2024,Jan,2.0,2024-01-03 00:00:00,3.6063,1.0582800895,3.6486,3.7012,3.7169,2512,4.2,3.3,Normal,,,,
,,3.0,2024-01-04 00:00:00,3.8177,1.0583907798,3.653,3.7038,3.7169,1860,3.95,3.6,Normal,,,,
,,4.0,2024-01-05 00:00:00,3.8218,1.0585016006,3.657,3.7063,3.7171,2569,4.1,3.6,Normal,,,,
,,5.0,2024-01-08 00:00:00,3.7342,1.0588264764,3.6515,3.7039,3.7175,1725,4.1,3,Normal,,,,
,,8.0,2024-01-09 00:00:00,3.8194,1.0589372732,3.6489,3.703,3.7182,2298,3.95,3.5,Normal,,,,
,,9.0,2024-01-10 00:00:00,3.7684,1.059046602,3.6447,3.7032,3.7186,2050,3.95,2,Normal,,,,
,,10.0,2024-01-11 00:00:00,3.7393,1.0591550977,3.6396,3.704,3.7193,4233,4.1,2.5,Normal,,,,
,,11.0,2024-01-12 00:00:00,3.7931,1.0592651656,3.6378,3.7057,3.7204,2661,3.95,3,Normal,,,,
,,12.0,2024-01-15 00:00:00,3.7435,1.0595910856,3.6215,3.706,3.7239,3102,3.95,3.4,Normal,,,,
,,15.0,2024-01-16 00:00:00,3.5779,1.0596949516,3.6167,3.7039,3.7242,3245,3.9,2,Normal,,,,
,,16.0,2024-01-17 00:00:00,3.6456,1.0598007934,3.6141,3.7029,3.7249,2928,3.9,3,Normal,,,,
,,17.0,2024-01-18 00:00:00,3.6089,1.0599055801,3.6103,3.7008,3.7253,2801,3.85,3.1,Normal,,,,
,,18.0,2024-01-19 00:00:00,3.5362,1.0600082661,3.6054,3.6984,3.7258,3542,3.65,3,Normal,,,,
,,19.0,2024-01-22 00:00:00,3.4333,1.0603073888,3.603,3.6841,3.7227,4496,3.7,2.5,Normal,,,,
,,22.0,2024-01-23 00:00:00,3.5474,1.060410439,3.6076,3.68,3.7217,2829,3.9,2.9,Normal,,,,
,,23.0,2024-01-24 00:00:00,3.5043,1.0605122472,3.6109,3.6763,3.7204,2599,3.9,2.9,Normal,,,,
,,24.0,2024-01-25 00:00:00,3.4113,1.0606113629,3.6111,3.6728,3.7197,2689,3.8,2.5,Normal,,,,
,,25.0,2024-01-26 00:00:00,3.5469,1.0607144282,3.6158,3.6707,3.7202,3016,3.8,2.9,Normal,,,,
,,26.0,2024-01-29 00:00:00,3.5205,1.0610213524,3.6353,3.6632,3.7218,4393,3.9,2.8,Normal,,,,
,,29.0,2024-01-30 00:00:00,3.514,1.0611235012,3.6318,3.6609,3.7217,3052,3.8,2.9,Normal,,,,
,,30.0,2024-01-31 00:00:00,3.4763,1.0612245638,3.627,3.6571,3.7214,3238,3.7,2.5,Normal,,,,
,,31.0,2024-02-01 00:00:00,3.4844,1.0613258714,3.6225,3.6548,3.7211,2320,3.6,2,Normal,,,,
,Feb,1.0,2024-02-02 00:00:00,3.433,1.0614256942,3.6164,3.6524,3.7213,3941,3.65,2.5,Normal,,,,
,,2.0,2024-02-05 00:00:00,3.4949,1.0617305909,3.5918,3.6443,3.7199,2871,3.7,2.8,Normal,,,,
,,5.0,2024-02-06 00:00:00,3.5972,1.0618352281,3.5873,3.6424,3.719,3272,3.85,2.9,Normal,,,,
,,6.0,2024-02-07 00:00:00,3.6389,1.0619410887,3.5842,3.6427,3.7183,3277,3.85,2.9,Normal,,,,
,,7.0,2024-02-08 00:00:00,3.584,1.0620453626,3.5794,3.6429,3.7168,3661,3.8,2.5,Normal,,,,
,,8.0,2024-02-09 00:00:00,3.3865,1.0621439001,3.5654,3.6427,3.7151,2377,3.6,2.5,Normal,,,,
,,9.0,2024-02-13 00:00:00,3.4874,1.0625498311,3.5299,3.6379,3.7123,2360,3.8,2.8,Normal,,,,
,,13.0,2024-02-14 00:00:00,3.3581,1.0626475886,3.5175,3.6349,3.7109,1717,3.5,2.8,Normal,,,,
,,14.0,2024-02-15 00:00:00,3.5172,1.0627499871,3.5102,3.634,3.711,3159,3.65,2.9,Normal,,,,
,,15.0,2024-02-16 00:00:00,3.6948,1.0628575665,3.514,3.6346,3.7118,3305,4.1,2.8,Normal,,,,
,,16.0,2024-02-19 00:00:00,3.7765,1.0631874746,3.5314,3.6346,3.712,2074,4.2,3,Normal,,,,
,,19.0,2024-02-20 00:00:00,3.8169,1.0632986548,3.5438,3.6343,3.7115,3502,4,2.8,Normal,,,,
,,20.0,2024-02-21 00:00:00,3.7518,1.0634079503,3.5541,3.6353,3.7106,3889,4,3,Normal,,,,
,,21.0,2024-02-22 00:00:00,3.5929,1.0635126275,3.5593,3.6335,3.7106,2793,3.8,3,Normal,,,,
,,22.0,2024-02-23 00:00:00,3.7262,1.063621199,3.565,3.6347,3.7111,2981,3.9,3.1,Normal,,,,
,,23.0,2024-02-26 00:00:00,3.8327,1.0639562572,3.5985,3.6412,3.7144,2801,4,3,Normal,,,,
,,26.0,2024-02-27 00:00:00,3.7501,1.0640655707,3.6059,3.6427,3.7151,3923,4,3,Normal,,,,
,,27.0,2024-02-28 00:00:00,3.7121,1.0641737876,3.6121,3.6433,3.7156,2537,3.8,3,Normal,,,,
,,28.0,2024-02-29 00:00:00,3.7844,1.0642841235,3.6207,3.6466,3.7161,2957,4,2.9,Normal,,,,
,,29.0,2024-03-01 00:00:00,3.7464,1.0643933628,3.6377,3.6488,3.7146,2172,3.85,2.8,Normal,,,,
,Mar,1.0,2024-03-04 00:00:00,3.7769,1.0647237825,3.6691,3.6519,3.7146,2792,3.9,2.5,Normal,,,,
,,4.0,2024-03-05 00:00:00,3.6105,1.0648291027,3.6731,3.6509,3.7133,1952,3.75,2.8,Normal,,,,
,,5.0,2024-03-06 00:00:00,3.6054,1.0649342845,3.6734,3.6496,3.7122,3185,3.7,2.5,Normal,,,,
,,6.0,2024-03-07 00:00:00,3.5966,1.0650392199,3.6719,3.648,3.7116,2998,3.75,2.7,Normal,,,,
,,7.0,2024-03-08 00:00:00,3.626,1.0651450235,3.6734,3.6449,3.7113,3017,3.75,3,Normal,,,,
,,8.0,2024-03-11 00:00:00,3.6514,1.0654646896,3.6939,3.6367,3.7056,3704,3.75,3,Normal,,,,
,,11.0,2024-03-12 00:00:00,3.4967,1.0655667611,3.6942,3.6328,3.7037,3293,3.7,2.8,Normal,,,,
,,12.0,2024-03-13 00:00:00,3.4354,1.0656670528,3.6924,3.6273,3.702,3253,3.7,2.9,Normal,,,,
,,13.0,2024-03-14 00:00:00,3.3928,1.0657661102,3.6936,3.6204,3.7002,4240,3.6,2.9,Normal,,,,
,,14.0,2024-03-15 00:00:00,3.4937,1.065868123,3.6928,3.6171,3.6991,3255,3.6,3,Normal,,,,
,,15.0,2024-03-18 00:00:00,3.5678,1.0661806823,3.674,3.6118,3.695,2253,4,2.9,Normal,,,,
,,18.0,2024-03-19 00:00:00,3.7955,1.0662915505,3.6747,3.6131,3.6955,2564,4.15,3,Normal,,,,
,,19.0,2024-03-20 00:00:00,3.8841,1.0664050185,3.677,3.6165,3.6971,2686,4,3,Normal,,,,
,,20.0,2024-03-21 00:00:00,3.8542,1.066517625,3.6805,3.6211,3.698,2460,4.1,3,Normal,,,,
,,21.0,2024-03-22 00:00:00,3.9588,1.0666332998,3.6932,3.6277,3.7001,1954,4.25,3,Normal,,,,
